PANEL	FILE	ID	HSQ	MODEL	N_SNP	N_cis	N_trans	MODELCV.R2	MODELCV.PV	PWAS.Z	PWAS.P	FDR	Bonferroni_p
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.5066.134.wgt.RDat	seq.5066.134	0.139	top1	1	1	0	0.1	8.3e-13	-2.56	0.0103	0.596541666666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.6425.87.wgt.RDat	seq.6425.87	0.264	blup	103	103	0	0.056	1.1e-07	-2.5	0.0125	0.684703703703704	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.9837.60.wgt.RDat	seq.9837.60	0.21	enet	35	35	0	0.25	8.8e-32	-2.48	0.0131	0.684703703703704	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.4481.34.wgt.RDat	seq.4481.34	0.188	lasso	21	21	0	0.098	1.7e-12	-2.47	0.0133	0.684703703703704	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.4979.34.wgt.RDat	seq.4979.34	0.277	lasso	10	10	0	0.3	2.2e-39	-2.43	0.0153	0.759535714285714	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.16594.44.wgt.RDat	seq.16594.44	0.0858	top1	1	1	0	0.093	6.2e-12	-2.39	0.0168	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.25902.27.wgt.RDat	seq.25902.27	0.0624	top1	1	0	1	0.098	1.8e-12	2.34	0.0195	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.19142.39.wgt.RDat	seq.19142.39	0.0801	enet	24	24	0	0.049	6.3e-07	-2.32	0.0201	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.9183.7.wgt.RDat	seq.9183.7	0.417	lasso	20	11	9	0.27	7.4e-34	-2.32	0.0205	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.11572.4.wgt.RDat	seq.11572.4	0.0119	top1	1	1	0	0.048	8.5e-07	2.3	0.0212	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.4807.13.wgt.RDat	seq.4807.13	0.0533	top1	1	1	0	0.027	0.00021	2.29	0.0217	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.23029.3.wgt.RDat	seq.23029.3	0.38	enet	58	0	58	0.17	1.3e-20	-2.29	0.0221	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.6209.2.wgt.RDat	seq.6209.2	0.5	enet	41	38	3	0.36	5.2e-48	2.29	0.0222	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.9269.7.wgt.RDat	seq.9269.7	0.156	enet	63	60	3	0.067	6.3e-09	2.29	0.0222	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.3003.29.wgt.RDat	seq.3003.29	0.0835	lasso	12	12	0	0.048	9.2e-07	2.28	0.0227	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.23416.47.wgt.RDat	seq.23416.47	0.0979	blup	1686	1651	35	0.059	4.6e-08	2.28	0.0228	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.19446.1.wgt.RDat	seq.19446.1	0.0495	top1	1	1	0	0.08	2.1e-10	-2.26	0.0238	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.11211.7.wgt.RDat	seq.11211.7	0.0344	top1	1	1	0	0.032	5.7e-05	-2.25	0.0244	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.20408.11.wgt.RDat	seq.20408.11	0.0322	top1	1	1	0	0.031	7.5e-05	-2.25	0.0244	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.24474.12.wgt.RDat	seq.24474.12	0.119	enet	25	14	11	0.09	1.7e-11	-2.25	0.0246	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.8007.19.wgt.RDat	seq.8007.19	0.166	top1	1	1	0	0.089	2.1e-11	-2.24	0.0253	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.8606.39.wgt.RDat	seq.8606.39	0.104	top1	1	1	0	0.09	1.7e-11	-2.24	0.0254	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.16558.2.wgt.RDat	seq.16558.2	0.147	enet	30	30	0	0.074	9.5e-10	2.23	0.0258	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.8039.41.wgt.RDat	seq.8039.41	0.31	top1	1	1	0	0.32	6e-41	-2.22	0.0266	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.10630.5.wgt.RDat	seq.10630.5	0.0519	lasso	3	3	0	0.014	0.0061	2.19	0.0282	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.16926.44.wgt.RDat	seq.16926.44	0.105	top1	1	0	1	0.099	1.5e-12	2.19	0.0289	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.3035.80.wgt.RDat	seq.3035.80	0.255	top1	1	0	1	0.15	4.1e-19	-2.19	0.0289	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.14078.69.wgt.RDat	seq.14078.69	0.0903	lasso	11	11	0	0.049	6.4e-07	2.18	0.029	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.11142.11.wgt.RDat	seq.11142.11	0.133	blup	1567	1543	24	0.069	3.8e-09	-2.16	0.0309	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.9294.45.wgt.RDat	seq.9294.45	0.0359	lasso	4	4	0	0.047	1.2e-06	-2.13	0.0328	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.12551.3.wgt.RDat	seq.12551.3	0.0144	top1	1	1	0	0.016	0.0035	2.13	0.033	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.19360.22.wgt.RDat	seq.19360.22	0.0551	lasso	5	0	5	0.063	1.7e-08	-2.13	0.0333	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.15482.12.wgt.RDat	seq.15482.12	0.0316	top1	1	1	0	0.025	0.00036	-2.12	0.0341	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.16823.75.wgt.RDat	seq.16823.75	0.23	lasso	7	7	0	0.16	2.6e-19	2.12	0.0344	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.7015.8.wgt.RDat	seq.7015.8	0.762	lasso	16	16	0	0.63	7.3e-104	2.11	0.0345	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.12329.21.wgt.RDat	seq.12329.21	0.474	lasso	7	0	7	0.47	6.8e-67	-2.1	0.0355	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.25080.16.wgt.RDat	seq.25080.16	0.508	enet	44	0	44	0.39	7e-53	2.1	0.0355	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.8219.14.wgt.RDat	seq.8219.14	0.207	top1	1	1	0	0.21	1.1e-26	2.09	0.0364	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.22815.4.wgt.RDat	seq.22815.4	0.267	enet	77	76	1	0.15	3.5e-19	-2.09	0.0365	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.9974.8.wgt.RDat	seq.9974.8	0.261	top1	1	0	1	0.32	3.1e-41	-2.08	0.0372	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.25072.11.wgt.RDat	seq.25072.11	0.0817	top1	1	1	0	0.1	7.2e-13	-2.08	0.0377	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.9800.20.wgt.RDat	seq.9800.20	0.0345	top1	1	1	0	0.018	0.0019	-2.08	0.0378	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.18896.23.wgt.RDat	seq.18896.23	0.0466	blup	2546	2478	68	0.021	0.00092	-2.06	0.039	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.3061.61.wgt.RDat	seq.3061.61	0.0769	enet	10	10	0	0.067	6.4e-09	-2.06	0.0391	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.24411.144.wgt.RDat	seq.24411.144	0.0551	blup	1048	1048	0	0.022	0.00074	2.05	0.0405	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.15486.126.wgt.RDat	seq.15486.126	0.707	lasso	15	14	1	0.56	1.8e-87	2.04	0.0417	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.17137.160.wgt.RDat	seq.17137.160	0.127	lasso	4	0	4	0.092	1e-11	-2.03	0.042	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.14052.26.wgt.RDat	seq.14052.26	0.0776	top1	1	0	1	0.065	1.1e-08	2.03	0.0421	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.4430.44.wgt.RDat	seq.4430.44	0.282	lasso	11	11	0	0.15	7e-19	-2.03	0.0422	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.8956.96.wgt.RDat	seq.8956.96	0.113	lasso	5	5	0	0.038	1.1e-05	-2.02	0.0429	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.6409.57.wgt.RDat	seq.6409.57	0.59	lasso	26	20	6	0.51	3.3e-75	-2.02	0.0434	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.11275.94.wgt.RDat	seq.11275.94	0.18	enet	35	0	35	0.19	4.6e-23	-2.02	0.0438	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.6255.74.wgt.RDat	seq.6255.74	0.346	enet	67	67	0	0.15	9.8e-19	2.01	0.0441	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.10584.7.wgt.RDat	seq.10584.7	0.593	lasso	8	0	8	0.53	5.2e-79	2.01	0.0447	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.4962.52.wgt.RDat	seq.4962.52	0.0814	lasso	8	8	0	0.026	0.00022	2.01	0.0448	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.5115.31.wgt.RDat	seq.5115.31	0.0626	blup	1717	1544	173	0.026	0.00025	-2.01	0.0448	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.18315.38.wgt.RDat	seq.18315.38	0.126	top1	1	1	0	0.07	2.6e-09	-2	0.0452	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.11247.20.wgt.RDat	seq.11247.20	0.0456	enet	23	23	0	0.033	3.8e-05	1.99	0.0465	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.12663.1.wgt.RDat	seq.12663.1	0.366	lasso	17	0	17	0.34	2.1e-45	1.99	0.0469	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.14237.1.wgt.RDat	seq.14237.1	0.104	enet	20	0	20	0.13	2.8e-16	-1.98	0.0479	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.22563.4.wgt.RDat	seq.22563.4	0.0625	top1	1	0	1	0.077	5.3e-10	1.97	0.0487	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.5742.14.wgt.RDat	seq.5742.14	0.608	lasso	13	13	0	0.37	4.9e-50	-1.97	0.0487	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.10047.12.wgt.RDat	seq.10047.12	0.0437	top1	1	0	1	0.082	1.4e-10	1.97	0.0494	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.12451.62.wgt.RDat	seq.12451.62	0.0415	top1	1	0	1	0.062	2.1e-08	-1.97	0.0494	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.13541.1.wgt.RDat	seq.13541.1	0.125	top1	1	0	1	0.15	3.2e-18	-1.97	0.0494	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.22832.9.wgt.RDat	seq.22832.9	0.0428	top1	1	0	1	0.072	1.8e-09	-1.97	0.0494	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.5030.52.wgt.RDat	seq.5030.52	0.108	enet	23	0	23	0.11	1.3e-13	-1.96	0.0504	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.13590.1.wgt.RDat	seq.13590.1	0.0458	lasso	7	7	0	0.017	0.0024	1.95	0.0514	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.9303.9.wgt.RDat	seq.9303.9	0.176	enet	22	22	0	0.058	7.1e-08	-1.95	0.0514	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.14006.36.wgt.RDat	seq.14006.36	0.0477	top1	1	1	0	0.049	6.1e-07	-1.95	0.0517	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.18216.22.wgt.RDat	seq.18216.22	0.0691	lasso	4	4	0	0.012	0.009	1.94	0.0521	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.23296.29.wgt.RDat	seq.23296.29	0.116	enet	24	24	0	0.061	2.7e-08	-1.94	0.0523	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.5122.92.wgt.RDat	seq.5122.92	0.189	top1	1	0	1	0.15	3.3e-19	-1.94	0.0526	0.761604166666667	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.18884.22.wgt.RDat	seq.18884.22	0.0243	top1	1	1	0	0.023	0.00048	1.92	0.0551	0.77648275862069	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.19254.125.wgt.RDat	seq.19254.125	0.53	lasso	9	9	0	0.51	4.3e-76	-1.9	0.0571	0.77648275862069	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.24923.27.wgt.RDat	seq.24923.27	0.18	lasso	12	0	12	0.14	1.4e-17	1.9	0.0578	0.77648275862069	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.5633.65.wgt.RDat	seq.5633.65	0.321	enet	27	27	0	0.24	1.3e-30	-1.89	0.0583	0.77648275862069	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.24244.81.wgt.RDat	seq.24244.81	0.0614	top1	1	1	0	0.036	2.2e-05	-1.89	0.0584	0.77648275862069	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.8955.60.wgt.RDat	seq.8955.60	0.124	top1	1	0	1	0.15	3.3e-18	-1.89	0.0584	0.77648275862069	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.10569.28.wgt.RDat	seq.10569.28	0.191	enet	20	20	0	0.14	6.1e-18	-1.89	0.0587	0.77648275862069	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.24687.18.wgt.RDat	seq.24687.18	0.0257	top1	1	1	0	0.031	7.1e-05	-1.89	0.0589	0.77648275862069	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.25215.1.wgt.RDat	seq.25215.1	0.172	enet	48	29	19	0.11	4.3e-14	1.89	0.0589	0.77648275862069	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.13955.33.wgt.RDat	seq.13955.33	0.0452	top1	1	0	1	0.065	9.7e-09	1.88	0.0595	0.77648275862069	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.4455.89.wgt.RDat	seq.4455.89	0.0432	enet	9	9	0	0.02	0.0013	1.88	0.0599	0.77648275862069	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.19372.7.wgt.RDat	seq.19372.7	0.192	blup	4456	4420	36	0.12	3.5e-15	1.87	0.0609	0.77648275862069	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.8851.42.wgt.RDat	seq.8851.42	0.0779	blup	637	637	0	0.049	6.4e-07	1.86	0.0624	0.77648275862069	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.24651.1.wgt.RDat	seq.24651.1	0.228	enet	19	0	19	0.3	4e-38	1.86	0.0626	0.77648275862069	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.3339.33.wgt.RDat	seq.3339.33	0.0974	lasso	7	7	0	0.046	1.5e-06	-1.86	0.0627	0.77648275862069	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.5080.131.wgt.RDat	seq.5080.131	0.0371	blup	681	681	0	0.02	0.0013	-1.85	0.0637	0.77648275862069	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.22838.39.wgt.RDat	seq.22838.39	0.0385	blup	964	964	0	0.015	0.0045	-1.85	0.064	0.77648275862069	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.8240.207.wgt.RDat	seq.8240.207	0.0403	blup	763	763	0	0.023	6e-04	-1.85	0.0642	0.77648275862069	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.7957.2.wgt.RDat	seq.7957.2	0.148	enet	18	18	0	0.09	1.4e-11	1.85	0.0643	0.77648275862069	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.9173.21.wgt.RDat	seq.9173.21	0.0917	enet	41	41	0	0.061	3.3e-08	-1.85	0.0648	0.77648275862069	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.7624.19.wgt.RDat	seq.7624.19	0.22	enet	42	0	42	0.092	8.5e-12	1.82	0.0687	0.809876033057851	1
03_establish_models/HIS_male_5e-9	03_establish_models/HIS_male_5e-9/08_establish_prediction_models/models//seq.5738.25.wgt.RDat	seq.5738.25	0.198	enet	63	39	24	0.12	2.2e-15	1.81	0.0695	0.809876033057851	1
